Norder,Npix,Dir
5,10635,10000
5,10636,10000
5,10637,10000
5,10638,10000
5,10639,10000
5,10640,10000
5,10641,10000
5,10642,10000
5,10643,10000
5,10645,10000
5,10646,10000
5,10647,10000
5,10648,10000
5,10649,10000
5,10650,10000
5,10651,10000
5,10652,10000
5,10653,10000
5,10654,10000
5,10655,10000
5,10656,10000
5,10657,10000
5,10658,10000
5,10659,10000
5,10660,10000
5,10661,10000
5,10662,10000
5,10663,10000
5,10664,10000
5,10665,10000
5,10666,10000
5,10667,10000
5,10672,10000
5,10673,10000
5,10674,10000
5,10675,10000
5,10676,10000
5,10677,10000
5,10678,10000
5,10679,10000
5,10688,10000
5,10689,10000
5,10690,10000
5,10691,10000
5,10692,10000
5,10693,10000
5,10694,10000
5,10695,10000
5,10696,10000
5,10697,10000
5,10698,10000
5,10699,10000
5,10700,10000
5,10701,10000
5,10702,10000
5,10703,10000
5,10712,10000
5,10714,10000
5,10715,10000
5,10718,10000
5,10719,10000
5,10720,10000
5,10721,10000
5,10722,10000
5,10723,10000
5,10724,10000
5,10725,10000
5,10726,10000
5,10727,10000
5,10736,10000
5,10737,10000
5,10738,10000
5,10739,10000
5,10740,10000
5,10741,10000
5,10742,10000
5,10743,10000
5,10753,10000
5,10755,10000
5,10756,10000
5,10757,10000
5,10762,10000
5,10763,10000
5,10765,10000
5,10766,10000
5,10767,10000
5,10769,10000
5,10770,10000
5,10771,10000
5,10772,10000
5,10773,10000
5,10774,10000
5,10775,10000
5,10776,10000
5,10777,10000
5,10778,10000
5,10779,10000
5,10780,10000
5,10781,10000
5,10782,10000
5,10783,10000
5,10784,10000
5,10785,10000
5,10786,10000
5,10787,10000
5,10788,10000
5,10789,10000
5,10790,10000
5,10791,10000
5,10792,10000
5,10793,10000
5,10794,10000
5,10795,10000
5,10796,10000
5,10797,10000
5,10798,10000
5,10799,10000
5,10800,10000
5,10801,10000
5,10802,10000
5,10803,10000
5,10804,10000
5,10805,10000
5,10806,10000
5,10807,10000
5,10816,10000
5,10817,10000
5,10818,10000
5,10819,10000
5,10820,10000
5,10821,10000
5,10822,10000
5,10823,10000
5,10880,10000
5,10881,10000
5,10882,10000
5,10883,10000
5,11904,10000
5,11905,10000
5,11906,10000
5,11907,10000
5,11912,10000
5,11913,10000
5,11914,10000
5,11915,10000
5,11916,10000
5,11917,10000
5,11918,10000
5,11919,10000
5,11936,10000
5,11937,10000
5,11938,10000
5,11939,10000
5,11940,10000
5,11941,10000
5,11942,10000
5,11943,10000
5,11944,10000
5,11945,10000
5,11948,10000
5,11949,10000
5,11952,10000
5,11953,10000
5,11954,10000
5,11955,10000
5,11956,10000
5,11957,10000
5,11958,10000
5,11959,10000
5,11960,10000
5,11961,10000
5,11964,10000
5,11965,10000
5,11967,10000
5,12000,10000
5,12001,10000
5,12002,10000
5,12003,10000
5,12004,10000
5,12005,10000
5,12006,10000
5,12007,10000
5,12008,10000
5,12009,10000
5,12010,10000
5,12011,10000
5,12012,10000
5,12013,10000
5,12014,10000
5,12015,10000
5,12024,10000
5,12025,10000
5,12026,10000
5,12027,10000
6,12936,10000
6,12937,10000
6,12938,10000
6,12939,10000
6,12940,10000
6,12941,10000
6,12942,10000
6,12943,10000
6,12960,10000
6,12961,10000
6,12962,10000
6,12963,10000
6,12964,10000
6,12965,10000
6,12966,10000
6,12967,10000
6,12976,10000
6,12977,10000
6,12978,10000
6,12979,10000
6,14344,10000
6,14345,10000
6,14346,10000
6,14347,10000
6,14348,10000
6,14349,10000
6,14350,10000
6,14351,10000
6,14360,10000
6,14361,10000
6,14362,10000
6,14363,10000
6,14364,10000
6,14365,10000
6,14366,10000
6,14367,10000
6,14372,10000
6,14373,10000
6,14374,10000
6,14375,10000
6,14384,10000
6,14385,10000
6,14386,10000
6,14387,10000
6,14388,10000
6,14389,10000
6,14390,10000
6,14391,10000
6,14396,10000
6,14397,10000
6,14398,10000
6,14399,10000
6,14408,10000
6,14409,10000
6,14410,10000
6,14411,10000
6,14412,10000
6,14413,10000
6,14414,10000
6,14415,10000
6,14424,10000
6,14425,10000
6,14426,10000
6,14427,10000
6,14432,10000
6,14433,10000
6,14434,10000
6,14435,10000
6,14436,10000
6,14437,10000
6,14438,10000
6,14439,10000
6,14440,10000
6,14441,10000
6,14442,10000
6,14443,10000
6,14444,10000
6,14445,10000
6,14446,10000
6,14447,10000
6,14448,10000
6,14449,10000
6,14450,10000
6,14451,10000
6,14452,10000
6,14453,10000
6,14454,10000
6,14455,10000
6,14456,10000
6,14457,10000
6,14458,10000
6,14459,10000
6,14460,10000
6,14461,10000
6,14462,10000
6,14463,10000
6,14636,10000
6,14637,10000
6,14638,10000
6,14639,10000
6,28672,20000
6,28673,20000
6,28674,20000
6,28675,20000
6,28676,20000
6,28677,20000
6,28678,20000
6,28679,20000
6,28680,20000
6,28681,20000
6,28682,20000
6,28683,20000
6,28684,20000
6,28685,20000
6,28686,20000
6,28687,20000
6,28688,20000
6,28689,20000
6,28690,20000
6,28691,20000
6,28692,20000
6,28693,20000
6,28694,20000
6,28695,20000
6,28696,20000
6,28697,20000
6,28700,20000
6,28701,20000
6,28702,20000
6,28703,20000
6,28704,20000
6,28705,20000
6,28706,20000
6,28712,20000
6,28714,20000
6,28719,20000
6,28725,20000
6,28727,20000
6,28730,20000
6,28736,20000
6,28737,20000
6,28738,20000
6,28739,20000
6,28740,20000
6,28741,20000
6,28742,20000
6,28743,20000
6,28744,20000
6,28745,20000
6,28746,20000
6,28747,20000
6,28748,20000
6,28749,20000
6,28750,20000
6,28751,20000
6,28752,20000
6,28753,20000
6,28754,20000
6,28755,20000
6,28756,20000
6,28757,20000
6,28758,20000
6,28759,20000
6,28760,20000
6,28761,20000
6,28762,20000
6,28763,20000
6,28764,20000
6,28765,20000
6,28766,20000
6,28767,20000
6,28768,20000
6,28769,20000
6,28770,20000
6,28771,20000
6,28772,20000
6,28773,20000
6,28774,20000
6,28775,20000
6,28776,20000
6,28777,20000
6,28778,20000
6,28779,20000
6,28780,20000
6,28781,20000
6,28782,20000
6,28783,20000
6,28784,20000
6,28785,20000
6,28786,20000
6,28787,20000
6,28788,20000
6,28789,20000
6,28790,20000
6,28791,20000
6,28792,20000
6,28793,20000
6,28794,20000
6,28795,20000
6,28796,20000
6,28797,20000
6,28798,20000
6,28799,20000
6,28800,20000
6,28801,20000
6,28802,20000
6,28803,20000
6,28804,20000
6,28805,20000
6,28806,20000
6,28807,20000
6,28816,20000
6,28817,20000
6,28818,20000
6,28819,20000
6,28820,20000
6,28822,20000
6,28828,20000
6,28829,20000
6,28830,20000
6,28831,20000
6,28832,20000
6,28833,20000
6,28834,20000
6,28835,20000
6,28836,20000
6,28837,20000
6,28838,20000
6,28839,20000
6,28840,20000
6,28841,20000
6,28842,20000
6,28843,20000
6,28844,20000
6,28845,20000
6,28846,20000
6,28847,20000
6,28848,20000
6,28849,20000
6,28850,20000
6,28851,20000
6,28852,20000
6,28853,20000
6,28854,20000
6,28855,20000
6,28856,20000
6,28857,20000
6,28858,20000
6,28859,20000
6,28860,20000
6,28861,20000
6,28862,20000
6,28863,20000
6,28865,20000
6,28867,20000
6,28868,20000
6,28869,20000
6,28870,20000
6,28871,20000
6,28872,20000
6,28873,20000
6,28874,20000
6,28875,20000
6,28876,20000
6,28877,20000
6,28878,20000
6,28879,20000
6,28880,20000
6,28881,20000
6,28882,20000
6,28883,20000
6,28884,20000
6,28885,20000
6,28886,20000
6,28887,20000
6,28888,20000
6,28889,20000
6,28890,20000
6,28891,20000
6,28892,20000
6,28893,20000
6,28894,20000
6,28895,20000
6,28896,20000
6,28897,20000
6,28898,20000
6,28899,20000
6,28900,20000
6,28901,20000
6,28902,20000
6,28903,20000
6,28904,20000
6,28905,20000
6,28906,20000
6,28908,20000
6,28909,20000
6,28920,20000
6,28921,20000
6,28922,20000
6,28923,20000
6,28924,20000
6,28925,20000
6,28926,20000
6,28927,20000
6,28928,20000
6,28929,20000
6,28930,20000
6,28931,20000
6,28936,20000
6,28937,20000
6,28938,20000
6,28939,20000
6,28940,20000
6,28941,20000
6,28942,20000
6,28943,20000
6,28960,20000
6,28961,20000
6,28962,20000
6,28963,20000
6,28964,20000
6,28965,20000
6,28966,20000
6,28967,20000
6,28968,20000
6,28969,20000
6,28970,20000
6,28971,20000
6,28972,20000
6,28973,20000
6,28974,20000
6,28975,20000
6,28976,20000
6,28977,20000
6,28978,20000
6,28979,20000
6,28980,20000
6,28981,20000
6,28982,20000
6,28983,20000
6,28984,20000
6,28985,20000
6,28986,20000
6,28987,20000
6,28988,20000
6,28989,20000
6,28990,20000
6,28991,20000
6,29032,20000
6,29033,20000
6,29034,20000
6,29035,20000
6,29056,20000
6,29057,20000
6,29058,20000
6,29059,20000
6,29060,20000
6,29061,20000
6,29062,20000
6,29063,20000
6,29064,20000
6,29065,20000
6,29066,20000
6,29067,20000
6,29068,20000
6,29069,20000
6,29070,20000
6,29071,20000
6,29072,20000
6,29073,20000
6,29074,20000
6,29075,20000
6,29076,20000
6,29077,20000
6,29078,20000
6,29079,20000
6,29080,20000
6,29081,20000
6,29082,20000
6,29083,20000
6,29084,20000
6,29085,20000
6,29086,20000
6,29087,20000
6,29092,20000
6,29093,20000
6,29094,20000
6,29095,20000
6,29104,20000
6,29105,20000
6,29106,20000
6,29107,20000
6,29108,20000
6,29109,20000
6,29110,20000
6,29111,20000
6,29120,20000
6,29121,20000
6,29122,20000
6,29123,20000
6,29124,20000
6,29125,20000
6,29126,20000
6,29127,20000
6,29128,20000
6,29129,20000
6,29130,20000
6,29131,20000
6,29132,20000
6,29133,20000
6,29134,20000
6,29135,20000
6,29136,20000
6,29137,20000
6,29138,20000
6,29139,20000
6,29144,20000
6,29145,20000
6,29146,20000
6,29147,20000
6,29148,20000
6,29149,20000
6,29150,20000
6,29151,20000
6,29152,20000
6,29153,20000
6,29154,20000
6,29155,20000
6,29156,20000
6,29157,20000
6,29158,20000
6,29159,20000
6,29160,20000
6,29161,20000
6,29162,20000
6,29163,20000
6,29164,20000
6,29165,20000
6,29166,20000
6,29167,20000
6,29168,20000
6,29169,20000
6,29170,20000
6,29171,20000
6,29172,20000
6,29173,20000
6,29174,20000
6,29175,20000
6,29176,20000
6,29177,20000
6,29178,20000
6,29179,20000
6,29180,20000
6,29181,20000
6,29182,20000
6,29183,20000
6,29186,20000
6,29187,20000
6,29188,20000
6,29189,20000
6,29190,20000
6,29191,20000
6,29192,20000
6,29193,20000
6,29194,20000
6,29195,20000
6,29196,20000
6,29197,20000
6,29198,20000
6,29199,20000
6,29200,20000
6,29201,20000
6,29202,20000
6,29203,20000
6,29204,20000
6,29205,20000
6,29206,20000
6,29207,20000
6,29208,20000
6,29209,20000
6,29210,20000
6,29211,20000
6,29212,20000
6,29213,20000
6,29214,20000
6,29215,20000
6,29216,20000
6,29217,20000
6,29218,20000
6,29219,20000
6,29220,20000
6,29221,20000
6,29222,20000
6,29223,20000
6,29232,20000
6,29233,20000
6,29234,20000
6,29235,20000
6,29236,20000
6,29237,20000
6,29238,20000
6,29239,20000
6,29244,20000
6,29245,20000
6,29246,20000
6,29247,20000
6,29248,20000
6,29249,20000
6,29250,20000
6,29251,20000
6,29252,20000
6,29253,20000
6,29255,20000
6,29256,20000
6,29257,20000
6,29258,20000
6,29259,20000
6,29261,20000
6,29262,20000
6,29263,20000
6,29264,20000
6,29265,20000
6,29266,20000
6,29267,20000
6,29268,20000
6,29269,20000
6,29270,20000
6,29271,20000
6,29272,20000
6,29273,20000
6,29274,20000
6,29275,20000
6,29276,20000
6,29277,20000
6,29278,20000
6,29279,20000
6,29280,20000
6,29281,20000
6,29282,20000
6,29283,20000
6,29284,20000
6,29285,20000
6,29286,20000
6,29287,20000
6,29288,20000
6,29289,20000
6,29290,20000
6,29291,20000
6,29292,20000
6,29293,20000
6,29294,20000
6,29295,20000
6,29296,20000
6,29297,20000
6,29298,20000
6,29299,20000
6,29300,20000
6,29301,20000
6,29302,20000
6,29303,20000
6,29304,20000
6,29305,20000
6,29306,20000
6,29307,20000
6,29308,20000
6,29309,20000
6,29310,20000
6,29311,20000
6,29380,20000
6,29381,20000
6,29382,20000
6,29383,20000
6,29440,20000
6,29441,20000
6,29442,20000
6,29443,20000
6,29444,20000
6,29445,20000
6,29446,20000
6,29447,20000
6,29448,20000
6,29449,20000
6,29450,20000
6,29451,20000
6,29452,20000
6,29453,20000
6,29454,20000
6,29455,20000
6,29456,20000
6,29457,20000
6,29458,20000
6,29459,20000
6,29472,20000
6,29473,20000
6,29474,20000
6,29475,20000
6,29476,20000
6,29477,20000
6,29478,20000
6,29479,20000
6,29480,20000
6,29481,20000
6,29482,20000
6,29483,20000
6,29484,20000
6,29485,20000
6,29486,20000
6,29487,20000
6,29524,20000
6,29525,20000
6,29526,20000
6,29527,20000
6,29564,20000
6,29565,20000
6,29566,20000
6,29567,20000
6,29856,20000
6,29857,20000
6,29858,20000
6,29859,20000
6,29860,20000
6,29861,20000
6,29862,20000
6,29863,20000
6,29864,20000
6,29865,20000
6,29866,20000
6,29867,20000
6,29868,20000
6,29869,20000
6,29870,20000
6,29871,20000
6,29880,20000
6,29881,20000
6,29882,20000
6,29883,20000
6,30208,30000
6,30209,30000
6,30210,30000
6,30211,30000
6,30212,30000
6,30213,30000
6,30214,30000
6,30215,30000
6,30216,30000
6,30217,30000
6,30218,30000
6,30219,30000
6,30220,30000
6,30221,30000
6,30222,30000
6,30223,30000
6,30224,30000
6,30225,30000
6,30226,30000
6,30227,30000
6,30228,30000
6,30229,30000
6,30230,30000
6,30231,30000
6,30232,30000
6,30233,30000
6,30234,30000
6,30235,30000
6,30236,30000
6,30237,30000
6,30238,30000
6,30239,30000
6,30244,30000
6,30245,30000
6,30246,30000
6,30247,30000
6,30264,30000
6,30265,30000
6,30266,30000
6,30267,30000
6,30280,30000
6,30281,30000
6,30282,30000
6,30283,30000
6,30284,30000
6,30285,30000
6,30286,30000
6,30287,30000
6,30296,30000
6,30297,30000
6,30298,30000
6,30299,30000
6,30300,30000
6,30301,30000
6,30302,30000
6,30303,30000
6,30304,30000
6,30305,30000
6,30306,30000
6,30307,30000
6,30308,30000
6,30309,30000
6,30310,30000
6,30311,30000
6,30320,30000
6,30321,30000
6,30322,30000
6,30323,30000
6,30324,30000
6,30325,30000
6,30326,30000
6,30327,30000
6,30332,30000
6,30333,30000
6,30334,30000
6,30335,30000
6,30496,30000
6,30497,30000
6,30498,30000
6,30499,30000
6,30520,30000
6,30521,30000
6,30522,30000
6,30523,30000
6,30524,30000
6,30525,30000
6,30526,30000
6,30527,30000
6,30568,30000
6,30569,30000
6,30570,30000
6,30571,30000
6,30612,30000
6,30613,30000
6,30614,30000
6,30615,30000
6,30632,30000
6,30633,30000
6,30634,30000
6,30635,30000
6,30636,30000
6,30637,30000
6,30638,30000
6,30639,30000
6,30640,30000
6,30641,30000
6,30642,30000
6,30643,30000
6,30648,30000
6,30649,30000
6,30650,30000
6,30651,30000
6,30652,30000
6,30653,30000
6,30654,30000
6,30655,30000
6,30656,30000
6,30657,30000
6,30658,30000
6,30659,30000
6,30660,30000
6,30661,30000
6,30662,30000
6,30663,30000
6,30668,30000
6,30669,30000
6,30670,30000
6,30671,30000
6,30672,30000
6,30673,30000
6,30674,30000
6,30675,30000
6,30676,30000
6,30677,30000
6,30678,30000
6,30679,30000
6,30680,30000
6,30681,30000
6,30682,30000
6,30683,30000
6,30684,30000
6,30685,30000
6,30686,30000
6,30687,30000
6,30696,30000
6,30697,30000
6,30698,30000
6,30699,30000
6,30708,30000
6,30709,30000
6,30710,30000
6,30711,30000
6,32020,30000
6,32021,30000
6,32022,30000
6,32023,30000
6,32064,30000
6,32065,30000
6,32066,30000
6,32067,30000
6,33052,30000
6,33053,30000
6,33054,30000
6,33055,30000
6,33076,30000
6,33077,30000
6,33078,30000
6,33079,30000
6,33088,30000
6,33089,30000
6,33090,30000
6,33091,30000
6,33092,30000
6,33093,30000
6,33094,30000
6,33095,30000
6,33096,30000
6,33097,30000
6,33098,30000
6,33099,30000
6,33100,30000
6,33101,30000
6,33102,30000
6,33103,30000
6,33120,30000
6,33121,30000
6,33122,30000
6,33123,30000
6,33292,30000
6,33293,30000
6,33294,30000
6,33295,30000
6,37204,30000
6,37205,30000
6,37206,30000
6,37207,30000
6,37240,30000
6,37241,30000
6,37242,30000
6,37243,30000
6,37244,30000
6,37245,30000
6,37246,30000
6,37247,30000
6,37324,30000
6,37325,30000
6,37326,30000
6,37327,30000
6,37328,30000
6,37329,30000
6,37330,30000
6,37331,30000
6,37332,30000
6,37333,30000
6,37334,30000
6,37335,30000
6,37336,30000
6,37337,30000
6,37338,30000
6,37339,30000
6,37892,30000
6,37893,30000
6,37894,30000
6,37895,30000
6,37904,30000
6,37905,30000
6,37906,30000
6,37907,30000
6,37908,30000
6,37909,30000
6,37910,30000
6,37911,30000
6,37912,30000
6,37913,30000
6,37914,30000
6,37915,30000
6,37916,30000
6,37917,30000
6,37918,30000
6,37919,30000
6,37924,30000
6,37925,30000
6,37926,30000
6,37927,30000
6,37928,30000
6,37929,30000
6,37930,30000
6,37931,30000
6,37932,30000
6,37933,30000
6,37934,30000
6,37935,30000
6,37936,30000
6,37937,30000
6,37938,30000
6,37939,30000
6,41388,40000
6,41389,40000
6,41390,40000
6,41391,40000
6,41400,40000
6,41401,40000
6,41402,40000
6,41403,40000
6,41404,40000
6,41405,40000
6,41406,40000
6,41407,40000
6,41432,40000
6,41433,40000
6,41434,40000
6,41435,40000
6,41436,40000
6,41437,40000
6,41438,40000
6,41439,40000
6,41440,40000
6,41441,40000
6,41442,40000
6,41443,40000
6,41444,40000
6,41445,40000
6,41446,40000
6,41447,40000
6,41448,40000
6,41449,40000
6,41450,40000
6,41451,40000
6,41452,40000
6,41453,40000
6,41454,40000
6,41455,40000
6,41456,40000
6,41457,40000
6,41458,40000
6,41459,40000
6,41460,40000
6,41461,40000
6,41462,40000
6,41463,40000
6,41464,40000
6,41465,40000
6,41466,40000
6,41467,40000
6,41468,40000
6,41469,40000
6,41470,40000
6,41471,40000
6,41532,40000
6,41533,40000
6,41534,40000
6,41535,40000
6,41560,40000
6,41561,40000
6,41562,40000
6,41563,40000
6,41564,40000
6,41565,40000
6,41566,40000
6,41567,40000
6,41568,40000
6,41569,40000
6,41570,40000
6,41571,40000
6,41572,40000
6,41573,40000
6,41574,40000
6,41575,40000
6,41576,40000
6,41577,40000
6,41578,40000
6,41579,40000
6,41580,40000
6,41581,40000
6,41582,40000
6,41583,40000
6,41584,40000
6,41585,40000
6,41586,40000
6,41587,40000
6,41588,40000
6,41589,40000
6,41590,40000
6,41591,40000
6,41592,40000
6,41593,40000
6,41594,40000
6,41595,40000
6,41612,40000
6,41613,40000
6,41614,40000
6,41615,40000
6,41616,40000
6,41617,40000
6,41618,40000
6,41619,40000
6,41620,40000
6,41621,40000
6,41622,40000
6,41623,40000
6,41624,40000
6,41625,40000
6,41626,40000
6,41627,40000
6,41628,40000
6,41629,40000
6,41630,40000
6,41631,40000
6,41636,40000
6,41637,40000
6,41638,40000
6,41639,40000
6,41640,40000
6,41641,40000
6,41642,40000
6,41643,40000
6,41644,40000
6,41645,40000
6,41646,40000
6,41647,40000
6,41648,40000
6,41649,40000
6,41650,40000
6,41651,40000
6,41652,40000
6,41653,40000
6,41654,40000
6,41655,40000
6,41656,40000
6,41657,40000
6,41658,40000
6,41659,40000
6,41664,40000
6,41665,40000
6,41666,40000
6,41667,40000
6,41668,40000
6,41669,40000
6,41670,40000
6,41671,40000
6,41672,40000
6,41673,40000
6,41674,40000
6,41675,40000
6,41692,40000
6,41693,40000
6,41694,40000
6,41695,40000
6,41696,40000
6,41697,40000
6,41698,40000
6,41699,40000
6,41700,40000
6,41701,40000
6,41702,40000
6,41703,40000
6,41704,40000
6,41705,40000
6,41706,40000
6,41707,40000
6,41708,40000
6,41709,40000
6,41710,40000
6,41711,40000
6,41712,40000
6,41713,40000
6,41714,40000
6,41715,40000
6,41716,40000
6,41717,40000
6,41718,40000
6,41719,40000
6,41720,40000
6,41721,40000
6,41722,40000
6,41723,40000
6,41728,40000
6,41729,40000
6,41730,40000
6,41731,40000
6,41736,40000
6,41737,40000
6,41738,40000
6,41739,40000
6,41740,40000
6,41741,40000
6,41742,40000
6,41743,40000
6,41744,40000
6,41745,40000
6,41746,40000
6,41747,40000
6,41748,40000
6,41749,40000
6,41750,40000
6,41751,40000
6,41752,40000
6,41753,40000
6,41754,40000
6,41755,40000
6,41760,40000
6,41761,40000
6,41762,40000
6,41763,40000
6,41784,40000
6,41785,40000
6,41786,40000
6,41787,40000
6,41788,40000
6,41789,40000
6,41790,40000
6,41791,40000
6,41792,40000
6,41793,40000
6,41794,40000
6,41795,40000
6,41796,40000
6,41797,40000
6,41798,40000
6,41799,40000
6,41808,40000
6,41809,40000
6,41810,40000
6,41811,40000
6,41828,40000
6,41829,40000
6,41830,40000
6,41831,40000
6,41832,40000
6,41833,40000
6,41834,40000
6,41835,40000
6,41836,40000
6,41837,40000
6,41838,40000
6,41839,40000
6,41840,40000
6,41841,40000
6,41842,40000
6,41843,40000
6,41844,40000
6,41845,40000
6,41846,40000
6,41847,40000
6,41848,40000
6,41849,40000
6,41850,40000
6,41851,40000
6,41852,40000
6,41853,40000
6,41854,40000
6,41855,40000
6,41860,40000
6,41861,40000
6,41862,40000
6,41863,40000
6,41872,40000
6,41873,40000
6,41874,40000
6,41875,40000
6,42092,40000
6,42093,40000
6,42094,40000
6,42095,40000
6,42104,40000
6,42105,40000
6,42106,40000
6,42107,40000
6,42108,40000
6,42109,40000
6,42110,40000
6,42111,40000
6,42120,40000
6,42121,40000
6,42122,40000
6,42123,40000
6,42124,40000
6,42125,40000
6,42126,40000
6,42127,40000
6,42128,40000
6,42129,40000
6,42130,40000
6,42131,40000
6,42132,40000
6,42133,40000
6,42134,40000
6,42135,40000
6,42136,40000
6,42137,40000
6,42138,40000
6,42139,40000
6,42140,40000
6,42141,40000
6,42142,40000
6,42143,40000
6,42144,40000
6,42145,40000
6,42146,40000
6,42147,40000
6,42148,40000
6,42149,40000
6,42150,40000
6,42151,40000
6,42152,40000
6,42153,40000
6,42154,40000
6,42155,40000
6,42156,40000
6,42157,40000
6,42158,40000
6,42159,40000
6,42160,40000
6,42161,40000
6,42162,40000
6,42163,40000
6,42164,40000
6,42165,40000
6,42166,40000
6,42167,40000
6,42168,40000
6,42169,40000
6,42170,40000
6,42171,40000
6,42176,40000
6,42177,40000
6,42178,40000
6,42179,40000
6,42180,40000
6,42181,40000
6,42182,40000
6,42183,40000
6,42184,40000
6,42185,40000
6,42186,40000
6,42187,40000
6,42188,40000
6,42189,40000
6,42190,40000
6,42191,40000
6,42192,40000
6,42193,40000
6,42194,40000
6,42195,40000
6,42196,40000
6,42197,40000
6,42198,40000
6,42199,40000
6,42200,40000
6,42201,40000
6,42202,40000
6,42203,40000
6,42208,40000
6,42209,40000
6,42210,40000
6,42211,40000
6,42220,40000
6,42221,40000
6,42222,40000
6,42223,40000
6,42224,40000
6,42225,40000
6,42226,40000
6,42227,40000
6,42228,40000
6,42229,40000
6,42230,40000
6,42231,40000
6,42232,40000
6,42233,40000
6,42234,40000
6,42235,40000
6,42264,40000
6,42265,40000
6,42266,40000
6,42267,40000
6,42268,40000
6,42269,40000
6,42270,40000
6,42271,40000
6,42272,40000
6,42273,40000
6,42274,40000
6,42275,40000
6,42276,40000
6,42277,40000
6,42278,40000
6,42279,40000
6,42280,40000
6,42281,40000
6,42282,40000
6,42283,40000
6,42284,40000
6,42285,40000
6,42286,40000
6,42287,40000
6,42288,40000
6,42289,40000
6,42290,40000
6,42291,40000
6,42292,40000
6,42293,40000
6,42294,40000
6,42295,40000
6,42296,40000
6,42297,40000
6,42298,40000
6,42299,40000
6,42300,40000
6,42301,40000
6,42302,40000
6,42303,40000
6,42312,40000
6,42313,40000
6,42314,40000
6,42315,40000
6,42316,40000
6,42317,40000
6,42318,40000
6,42319,40000
6,42320,40000
6,42321,40000
6,42322,40000
6,42323,40000
6,42324,40000
6,42325,40000
6,42326,40000
6,42327,40000
6,42328,40000
6,42329,40000
6,42330,40000
6,42331,40000
6,42332,40000
6,42333,40000
6,42334,40000
6,42335,40000
6,42336,40000
6,42337,40000
6,42338,40000
6,42339,40000
6,42340,40000
6,42341,40000
6,42342,40000
6,42343,40000
6,42344,40000
6,42345,40000
6,42346,40000
6,42347,40000
6,42348,40000
6,42349,40000
6,42350,40000
6,42351,40000
6,42352,40000
6,42353,40000
6,42354,40000
6,42355,40000
6,42356,40000
6,42357,40000
6,42358,40000
6,42359,40000
6,42360,40000
6,42361,40000
6,42362,40000
6,42363,40000
6,42364,40000
6,42365,40000
6,42366,40000
6,42367,40000
6,42372,40000
6,42373,40000
6,42374,40000
6,42375,40000
6,42404,40000
6,42405,40000
6,42406,40000
6,42407,40000
6,42412,40000
6,42413,40000
6,42414,40000
6,42415,40000
6,42416,40000
6,42417,40000
6,42418,40000
6,42419,40000
6,42420,40000
6,42421,40000
6,42422,40000
6,42423,40000
6,42424,40000
6,42425,40000
6,42426,40000
6,42427,40000
6,42428,40000
6,42429,40000
6,42430,40000
6,42431,40000
6,42432,40000
6,42433,40000
6,42434,40000
6,42435,40000
6,42464,40000
6,42465,40000
6,42466,40000
6,42467,40000
6,42468,40000
6,42469,40000
6,42470,40000
6,42471,40000
6,42472,40000
6,42473,40000
6,42474,40000
6,42475,40000
6,42476,40000
6,42477,40000
6,42478,40000
6,42479,40000
6,42480,40000
6,42481,40000
6,42482,40000
6,42483,40000
6,42484,40000
6,42485,40000
6,42486,40000
6,42487,40000
6,42488,40000
6,42489,40000
6,42490,40000
6,42491,40000
6,42492,40000
6,42493,40000
6,42494,40000
6,42495,40000
6,42528,40000
6,42529,40000
6,42530,40000
6,42531,40000
6,42532,40000
6,42533,40000
6,42534,40000
6,42535,40000
6,42576,40000
6,42577,40000
6,42578,40000
6,42579,40000
6,42816,40000
6,42817,40000
6,42818,40000
6,42819,40000
6,42820,40000
6,42821,40000
6,42822,40000
6,42823,40000
6,42824,40000
6,42825,40000
6,42826,40000
6,42827,40000
6,42828,40000
6,42829,40000
6,42830,40000
6,42831,40000
6,42832,40000
6,42833,40000
6,42834,40000
6,42835,40000
6,42836,40000
6,42837,40000
6,42838,40000
6,42839,40000
6,42840,40000
6,42841,40000
6,42842,40000
6,42843,40000
6,42844,40000
6,42845,40000
6,42846,40000
6,42847,40000
6,42852,40000
6,42853,40000
6,42854,40000
6,42855,40000
6,42864,40000
6,42865,40000
6,42866,40000
6,42867,40000
6,42868,40000
6,42869,40000
6,42870,40000
6,42871,40000
6,43008,40000
6,43009,40000
6,43010,40000
6,43011,40000
6,43016,40000
6,43017,40000
6,43018,40000
6,43019,40000
6,43032,40000
6,43033,40000
6,43034,40000
6,43035,40000
6,43036,40000
6,43037,40000
6,43038,40000
6,43039,40000
6,43040,40000
6,43041,40000
6,43042,40000
6,43043,40000
6,43044,40000
6,43045,40000
6,43046,40000
6,43047,40000
6,43056,40000
6,43057,40000
6,43058,40000
6,43059,40000
6,43072,40000
6,43073,40000
6,43074,40000
6,43075,40000
6,47784,40000
6,47785,40000
6,47786,40000
6,47787,40000
6,47788,40000
6,47789,40000
6,47790,40000
6,47791,40000
6,47800,40000
6,47801,40000
6,47802,40000
6,47803,40000
6,47804,40000
6,47805,40000
6,47806,40000
6,47807,40000
6,47848,40000
6,47849,40000
6,47850,40000
6,47851,40000
6,47852,40000
6,47853,40000
6,47854,40000
6,47855,40000
6,47864,40000
6,47865,40000
6,47866,40000
6,47867,40000
7,114792,110000
7,114793,110000
7,114794,110000
7,114795,110000
7,114796,110000
7,114797,110000
7,114798,110000
7,114799,110000
7,114828,110000
7,114829,110000
